level_0,index,order,row,col,rep,line,grid,entry,name,breeder,irrigation,Tier,Row,Name/Code,Breeder,Weight per row (lbs),ExG0407,ExG0412,ExG0415,ExG0427,ExG0506,ExG0516,ExG0520,ExG0523,ExG0527,ExG0531,ExG0602,ExG0607,ExG0614,ExG0617,ExG0620,ExG0623,ExG0627,ExG0630,ExG0713,ExG0716,ExG0719,ExG0721,ExG0725,ExG0728,ExG0802,ExG0808,ExG0812,ExG0818,NDVI0412,NDVI0422,NDVI0427,NDVI0506,NDVI0516,NDVI0520,NDVI0531,NDVI0607,NDVI0614,NDVI0620,NDVI0623,NDVI0627,NDVI0716,NDVI0721,NDVI0725,NDVI0802,NDVI0808,NDVI0812,NDVI0818,ch0412,ch0415,ch0427,ch0506,ch0516,ch0520,ch0523,ch0527,ch0531,ch0602,ch0607,ch0614,ch0617,ch0620,ch0623,ch0627,ch0630,ch0708,ch0713,ch0716,ch0719,ch0721,ch0725,ch0728,ch0802,ch0808,ch0812,cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0607,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812,bollnum,bollsize,bollasize,bollvol,bollavol,fc0623,fc0627,fc0630,a (3PL),b (3PL),c (3PL),max_cc (3PL),max_growth_rate (3PL),day_at_max_growth_rate (3PL),day1_at_half_max (3PL),day2_at_half_max (3PL),a (4PL),b (4PL),c (4PL),d (4PL),max_cc (4PL),max_growth_rate (4PL),day_at_max_growth_rate (4PL),day1_at_half_max (4PL),day2_at_half_max (4PL),alpha (4PR),beta (4PR),k (4PR),m (4PR),max_cc (4PR),max_growth_rate (4PR),day_at_max_growth_rate (4PR),day1_at_half_max (4PR),day2_at_half_max (4PR),a (5PL),b (5PL),c (5PL),d (5PL),g (5PL),max_cc (5PL),max_growth_rate (5PL),day_at_max_growth_rate (5PL),day1_at_half_max (5PL),day2_at_half_max (5PL)
105,105,106,2,24,426,1,1,C,PHY_499,Visual_Check,No,6,47,PHY499,Visual Check,0.016781666327568084,-0.00783,-0.002565,-0.005507,-0.003774,0.03887,0.129223,0.190681,0.240211,0.1933,0.236919,0.451798,0.450814,0.433781,0.491307,0.484971,0.478023,0.418757,0.425724,0.363608,0.348198,0.242478,0.256409,0.203477,0.215344,0.048406,0.000779,-0.062541,-0.056961,0.237743,0.166959,0.291384,0.295132,0.427377,0.462603,0.567937,0.635545,0.612023,0.56502,0.583781,0.542704,0.621837,0.584208,0.508682,0.496725,0.511179,0.419138,0.364809,0.025057,0.0,0.0,0.121952,0.317191,0.417119,0.533357,0.607673,0.691451,0.754392,0.515941,1.057495,1.16146,1.23157,1.288478,1.318166,1.259292,1.222264,1.211008,1.255297,1.132469,1.205597,1.234735,1.176877,1.049361,0.290014,0.273222,0.004117,0.0,0.0,0.011621,0.092986,0.169737,0.23907,0.306443,0.448809,0.529904,0.303864,0.729136,0.846216,0.903585,0.924711,0.959256,0.941803,0.846752,0.865841,0.855777,0.767221,0.773324,0.670995,0.797039,0.315774,0.016214,0.002596,35.0,471.590905,13.355844,1601.65968,45.09349,2,12,14,90.633639,6.289987,49.266582,90.63359,3.593127,49.0,38.143607,60.393096,-0.007586,7.889631,49.048025,91.499265,91.475954,3.724931,47.0,37.554236,59.076756,91.105571,156.235789,0.128995,0.358788,91.105002,3.672245,47.0,37.188416,59.436158,-0.928075,5.548946,72.628339,90.330584,6.381834,90.330584,3.386263,50.0,36.705755,61.868096
106,106,107,2,24,426,2,1,C,PHY_499,Visual_Check,No,6,48,PHY499,Visual Check,0.03637702521305178,-0.00839,-0.004132,-0.008548,-0.001104,0.045301,0.140198,0.19821,0.247874,0.202663,0.242483,0.460982,0.461487,0.455332,0.491643,0.486653,0.50114,0.446587,0.422822,0.403096,0.401893,0.303949,0.306364,0.26746,0.264956,0.098826,0.043012,-0.047554,-0.056328,0.234085,0.166332,0.286976,0.363765,0.455739,0.463398,0.560413,0.618731,0.595032,0.546121,0.574283,0.517097,0.571225,0.542176,0.506688,0.457507,0.456885,0.383216,0.333607,0.02747,0.0,0.0,0.145969,0.345009,0.457792,0.57657,0.657324,0.76123,0.80773,0.570799,1.093652,1.19476,1.286403,1.330009,1.356561,1.308394,1.279524,1.386212,1.299409,1.200431,1.283062,1.331445,1.202072,1.1738,0.066102,0.162511,0.004027,0.0,0.0,0.017551,0.109199,0.191263,0.258317,0.343102,0.506479,0.567267,0.340146,0.787395,0.893648,0.968979,0.993464,1.026582,0.995609,0.951653,0.950297,0.970751,0.936746,0.946126,0.890351,0.905254,0.7286,0.004545,0.002199,56.1,763.151886,13.578414,2671.74375,47.428928,1,12,15,97.450916,6.538449,49.375398,97.450823,3.71578,49.0,37.81084,60.937126,-0.109748,7.449687,49.178746,98.724434,98.6837,3.799131,47.0,36.972375,59.744813,98.408853,30.242847,0.11355,0.158041,98.406504,3.804362,46.0,36.424531,59.690604,-0.407849,6.650614,53.012071,98.064711,1.460929,98.056867,3.688383,48.0,36.701504,60.620223
107,107,108,2,25,427,1,1,28,PHY333,Commercial,No,6,49,PHY333,Commercial,0.034166266774689515,-0.009661,-0.004277,-0.005701,0.00018,0.035219,0.138941,0.194033,0.244091,0.201535,0.226996,0.453848,0.469635,0.461452,0.500482,0.509862,0.454076,0.469059,0.441688,0.440306,0.411854,0.345117,0.331973,0.294241,0.28956,0.114699,0.048756,-0.047888,-0.057878,0.241086,0.196525,0.297464,0.329621,0.454514,0.46345,0.575159,0.612722,0.609082,0.551047,0.564067,0.516108,0.562508,0.537005,0.53101,0.467944,0.449389,0.399498,0.378232,0.033949,0.0,0.0,0.098614,0.290892,0.407323,0.53179,0.619917,0.715624,0.755503,0.526267,1.038144,1.16876,1.22757,1.261572,1.306433,1.256934,1.216709,1.274637,1.236116,1.147864,1.222483,1.240258,1.14835,1.17901,0.055733,0.02615,0.007144,0.0,0.0,0.008998,0.087503,0.167649,0.244233,0.299666,0.460274,0.539246,0.318413,0.734733,0.847094,0.925499,0.946657,0.986576,0.963282,0.906684,0.8807,0.912727,0.876775,0.88993,0.845642,0.878293,0.791241,0.006469,0.000111,56.2,762.13709,13.635122,2633.162646,47.217369,0,15,18,97.59207,7.093906,50.182049,97.59176,3.433046,50.0,37.644932,62.718246,-0.73696,6.781776,49.914685,99.44855,99.356748,3.471556,48.0,36.292035,61.521965,99.175995,0.014253,0.096764,0.000166,99.164885,3.524625,46.0,35.794992,61.122245,-0.612644,7.138411,48.452521,99.893226,0.859758,99.743996,3.516279,47.0,36.411201,61.104594
108,108,109,2,25,427,2,1,28,PHY333,Commercial,No,6,50,PHY333,Commercial,0.0393916958108185,-0.009401,-0.003113,-0.008134,0.002493,0.061738,0.15775,0.210917,0.259014,0.216501,0.259587,0.453204,0.460105,0.470068,0.500358,0.534614,0.476624,0.459798,0.45122,0.439489,0.407306,0.355786,0.338582,0.294164,0.280819,0.114354,0.060521,-0.044378,-0.056189,0.23273,0.195318,0.291478,0.335419,0.468132,0.466843,0.560125,0.612626,0.608301,0.522403,0.559265,0.502944,0.55492,0.534554,0.51294,0.446341,0.451034,0.383784,0.35153,0.033779,0.0,0.0,0.134155,0.321674,0.438093,0.571828,0.676747,0.747868,0.782851,0.549222,1.044309,1.160643,1.227691,1.263975,1.295737,1.245691,1.242602,1.244229,1.228061,1.12823,1.217919,1.237329,1.110933,1.235366,0.156125,0.062601,0.007478,0.0,0.0,0.018603,0.108835,0.193133,0.274987,0.336225,0.490485,0.557782,0.331547,0.725723,0.852889,0.912328,0.949565,0.98554,0.956934,0.902165,0.876339,0.908725,0.871479,0.884532,0.852214,0.835574,0.781563,0.043353,0.000122,53.9,737.661123,13.675005,2550.239685,47.269292,4,20,21,96.378836,6.758665,48.350672,96.378712,3.55614,48.0,36.398138,60.302698,-0.481952,6.864632,48.100777,98.034109,97.96981,3.583893,46.0,35.13519,59.169955,97.805919,0.042515,0.101369,0.000476,97.799927,3.638264,44.0,34.568724,58.764955,0.016458,8.406043,43.857757,99.588153,0.596483,99.292607,3.788147,45.0,35.628295,57.623173
109,109,110,2,26,428,1,1,17,CA_4004,Dever,No,6,51,PHY499,Filler,0.03085012911714612,-0.00858,-0.000429,-0.003494,0.001252,0.049199,0.163123,0.208798,0.266821,0.215446,0.2492,0.427946,0.438224,0.478476,0.521204,0.525441,0.494105,0.467212,0.460824,0.412323,0.403012,0.37945,0.347242,0.305135,0.288025,0.133867,0.078026,-0.035171,-0.05679,0.224251,0.20485,0.288347,0.32737,0.48374,0.477708,0.560846,0.622348,0.620487,0.540593,0.567962,0.505981,0.573241,0.543929,0.530691,0.458083,0.469909,0.403663,0.370314,0.034771,0.0,0.0,0.152358,0.35667,0.461438,0.59057,0.632729,0.712459,0.742862,0.491369,0.983389,1.084772,1.153161,1.184602,1.226255,1.203412,1.164231,1.232034,1.185497,1.104721,1.175446,1.185176,1.160683,1.216194,0.332333,0.053721,0.006422,0.0,0.0,0.021446,0.124228,0.202699,0.280055,0.332554,0.487677,0.547757,0.282552,0.693507,0.819221,0.880743,0.904237,0.927205,0.918006,0.861013,0.8358,0.862675,0.833228,0.835813,0.805498,0.833107,0.771552,0.14006,0.000199,54.2,691.270395,12.74352,2308.840234,42.6299,1,20,10,97.133698,7.039842,48.770082,97.13347,3.442726,49.0,36.327489,61.211624,-0.456322,6.716508,48.521483,98.837153,98.756676,3.504453,46.0,35.143968,59.901751,98.540502,0.025265,0.098717,0.000308,98.53247,3.570105,45.0,34.630669,59.475205,0.026143,8.176227,44.314439,100.316158,0.609602,99.991674,3.710303,45.0,35.686174,58.332927
110,110,111,2,26,428,2,1,17,CA_4004,Dever,No,6,52,PHY499,Filler,0.043612234647691914,-0.009791,-0.002362,-0.005291,0.004412,0.060007,0.165199,0.214181,0.260825,0.201626,0.239817,0.448682,0.456901,0.466549,0.508362,0.502943,0.480921,0.443713,0.438793,0.369058,0.36394,0.265759,0.261957,0.200113,0.194818,0.075116,0.019027,-0.0389,-0.060971,0.22604,0.189028,0.292967,0.405187,0.492123,0.485014,0.536243,0.593032,0.601799,0.523118,0.575044,0.494934,0.563863,0.531792,0.498459,0.420153,0.412369,0.358702,0.327202,0.036344,0.0,0.0,0.174993,0.37228,0.471973,0.598856,0.692513,0.779413,0.811286,0.582872,1.083303,1.18039,1.247707,1.275225,1.3068,1.271903,1.221131,1.257092,1.225824,1.156753,1.217676,1.276022,1.088646,1.136988,0.35237,0.03378,0.006508,0.0,0.0,0.028872,0.131189,0.204612,0.27737,0.348134,0.486955,0.586041,0.371265,0.782036,0.884219,0.949516,0.970534,1.00724,0.978055,0.919859,0.877229,0.910143,0.891052,0.88982,0.79499,0.787194,0.675831,0.16605,0.000286,61.2,863.181927,14.166357,3050.114721,50.107609,1,22,21,97.967815,6.967485,48.924064,97.967609,3.509053,49.0,36.610392,61.236353,0.360098,7.001282,48.799915,99.374981,99.313196,3.61776,47.0,35.906261,59.84372,98.974095,19.609693,0.106942,0.149351,98.970006,3.617614,46.0,35.221103,59.825557,0.033531,6.245979,52.832476,98.667945,1.459243,98.654295,3.499871,48.0,35.562037,60.797455
111,111,112,2,27,429,1,1,C,PHY_499,Visual_Check,No,6,53,PHY499,Visual Check,0.01869095770615368,-0.006091,-0.007424,-0.010021,-0.004943,0.004599,0.066377,0.108736,0.149247,0.123628,0.167176,0.320703,0.342969,0.382179,0.431837,0.425677,0.417256,0.388379,0.39397,0.396975,0.389165,0.310305,0.305881,0.263532,0.269355,0.126779,0.048505,-0.033864,-0.044991,0.223278,0.187932,0.264092,0.263866,0.373761,0.411019,0.506259,0.644587,0.655196,0.591132,0.626974,0.554473,0.584979,0.548553,0.523131,0.482944,0.492244,0.433485,0.399253,0.033605,0.0,0.0,0.052769,0.174061,0.254145,0.364596,0.420215,0.517127,0.55713,0.337972,0.86459,0.959542,1.059078,1.06657,1.112338,1.091358,1.083508,1.116139,1.080655,1.023384,1.088943,1.082751,1.041191,1.071059,0.817856,0.087859,0.008495,0.0,0.0,0.005028,0.040307,0.078243,0.125941,0.163544,0.266043,0.32014,0.154884,0.516915,0.636684,0.753879,0.767353,0.796722,0.805692,0.784177,0.756939,0.789244,0.766806,0.754766,0.722244,0.751668,0.655445,0.279828,0.001192,35.5,442.76582,11.7856,1494.495381,38.540478,1,5,16,90.724426,7.264052,57.089692,90.723424,3.117337,57.0,44.25582,69.920766,-0.59995,7.412306,57.014073,93.008509,92.888593,3.093911,55.0,42.80491,69.292236,93.26124,0.105791,0.090862,0.000864,93.227101,3.111692,53.0,42.055821,69.029714,-0.079375,9.373007,51.423701,95.828431,0.527411,95.149821,3.261233,53.0,43.183125,67.527732
114,114,115,2,28,430,2,1,26,5542,Stelly,No,6,56,5542,Stelly,0.01738460044712143,-0.006857,-0.001535,-0.00682,-0.000975,0.025662,0.086805,0.124824,0.154807,0.142916,0.191421,0.340389,0.327847,0.374246,0.423451,0.429972,0.44538,0.389156,0.389127,0.32809,0.339994,0.242761,0.260241,0.216082,0.219802,0.079558,0.014008,-0.039736,-0.047928,0.227685,0.207634,0.269971,0.316335,0.368032,0.388222,0.514815,0.631036,0.647473,0.553282,0.612483,0.540421,0.583668,0.583145,0.526317,0.465493,0.493203,0.404552,0.376173,0.038751,0.0,0.0,0.092794,0.236727,0.304866,0.404994,0.458328,0.543839,0.582861,0.34382,0.816098,0.902768,0.992117,1.012989,1.068233,1.051084,1.009821,1.043705,1.04097,0.893648,1.037372,1.035816,0.96895,0.962783,0.429885,0.30577,0.008935,0.0,0.0,0.00532,0.045975,0.094774,0.140944,0.180363,0.274323,0.318801,0.130778,0.420639,0.544909,0.645475,0.660621,0.69147,0.708697,0.656229,0.620763,0.663257,0.587254,0.570559,0.451291,0.607084,0.36648,0.069332,0.006756,58.7,628.30462,10.703011,1959.916748,33.398126,1,7,7,89.867486,6.873682,53.7436,89.867167,3.261654,54.0,41.591686,65.891579,-0.012287,7.585915,53.6946,91.505538,91.441864,3.283106,52.0,40.618752,65.029125,91.087439,79.132542,0.110274,0.280766,91.082374,3.242976,51.0,40.125541,65.344036,0.084004,7.892892,52.58488,91.830515,0.888251,91.734811,3.312987,52.0,40.698453,64.744866
115,115,116,2,29,0,1,1,F,PHY_499,Filler,No,6,57,PHY499,Filler,0.020298782024962596,-0.008596,-0.003683,-0.009143,-0.004533,0.004744,0.104825,0.162177,0.219994,0.22173,0.25463,0.434147,0.446627,0.355579,0.417239,0.434109,0.429319,0.376233,0.404247,0.36578,0.389882,0.295005,0.299503,0.267378,0.278263,0.143482,0.05071,-0.033799,-0.050653,0.224125,0.206166,0.257998,0.291487,0.356779,0.39112,0.520561,0.634315,0.663169,0.585109,0.633333,0.57292,0.578623,0.564377,0.516983,0.489223,0.522201,0.414012,0.382682,0.031784,0.0,0.0,0.042735,0.186723,0.288958,0.438749,0.586684,0.745258,0.846339,0.330844,0.803894,0.922879,1.008547,1.035538,1.093536,1.076608,1.06267,1.150677,1.081581,0.999485,1.070028,1.077139,1.075893,1.080653,0.289077,0.098584,0.006682,0.0,0.0,0.001297,0.035645,0.107134,0.183884,0.252554,0.374134,0.42128,0.130736,0.441942,0.589085,0.703539,0.728731,0.769664,0.769026,0.755873,0.734719,0.76482,0.738359,0.732613,0.695836,0.743454,0.648082,0.104269,0.000623,41.3,490.316323,11.930698,1563.137389,38.17548,1,2,7,85.873215,3.208184,48.850242,85.873215,6.634543,49.0,43.13212,54.575855,0.033601,15.467582,48.76261,86.00253,86.002523,6.76613,48.0,42.979827,54.181399,85.794618,51089442.066286,0.351558,1.438693,85.794618,6.568713,49.0,43.430725,54.830334,-0.480042,10.405548,62.439492,85.687671,9.025792,85.687671,6.182811,50.0,42.846177,55.694621
116,116,117,2,30,431,1,1,C,PHY_499,Visual_Check,No,6,58,PHY499,Visual Check,0.02974474989796499,-0.0091,-2.6e-05,-0.006596,-0.004081,0.021079,0.127138,0.176895,0.246141,0.218175,0.251315,0.461232,0.447465,0.434274,0.471446,0.470012,0.473064,0.427289,0.410619,0.377885,0.374031,0.314243,0.300798,0.281438,0.263035,0.139615,0.056661,-0.032788,-0.061701,0.220484,0.196262,0.289662,0.334409,0.407459,0.431377,0.547632,0.635317,0.616196,0.529571,0.594423,0.518869,0.563408,0.549443,0.511178,0.470246,0.493041,0.418231,0.381746,0.035612,0.0,0.0,0.126094,0.306419,0.392653,0.51829,0.621732,0.731948,0.812553,0.503988,0.978077,1.101171,1.188858,1.199409,1.248325,1.226174,1.197598,1.258995,1.197123,1.110109,1.179716,1.184331,1.132172,1.190416,0.563063,0.033489,0.008496,0.0,0.0,0.01126,0.080007,0.167441,0.250831,0.329157,0.485438,0.556917,0.263463,0.665265,0.792729,0.846296,0.889777,0.927101,0.905581,0.874549,0.839223,0.880416,0.845357,0.84069,0.780394,0.824102,0.777864,0.223633,0.000438,58.3,807.778802,14.010808,2795.128442,48.682765,1,8,12,93.295663,5.235606,48.900475,93.295661,4.440973,49.0,39.629005,58.16891,-0.371872,9.081537,48.718959,94.138215,94.131725,4.436987,48.0,38.823972,57.523979,94.122979,74.393404,0.138207,0.124242,94.122756,4.492296,46.0,38.372099,57.225053,-0.032785,10.905481,45.743244,94.962475,0.634528,94.921167,4.654248,47.0,39.114786,56.454093
117,117,118,2,30,431,2,1,C,PHY_499,Visual_Check,No,6,59,PHY499,Visual Check,0.03225697539610393,-0.009497,0.001057,-0.002514,-0.003018,0.041552,0.151947,0.189778,0.263193,0.219022,0.226112,0.424847,0.466388,0.48518,0.52223,0.508242,0.517515,0.44512,0.448917,0.396261,0.387906,0.332053,0.320298,0.283257,0.260662,0.128888,0.055837,-0.042941,-0.062441,0.218687,0.228047,0.292382,0.353283,0.453846,0.445554,0.552097,0.592499,0.572629,0.506021,0.547737,0.478297,0.549662,0.532756,0.529127,0.465213,0.471323,0.409622,0.392173,0.03816,0.0,0.0,0.146091,0.337454,0.433394,0.562204,0.64374,0.728056,0.758328,0.522003,1.032269,1.122511,1.204053,1.223329,1.273957,1.234727,1.214565,1.239812,1.211425,1.131459,1.190229,1.210898,1.198308,1.216654,0.536416,0.045268,0.008315,0.0,0.0,0.018333,0.108792,0.189966,0.255895,0.329538,0.486176,0.544519,0.340958,0.744765,0.861861,0.924181,0.941615,0.972159,0.956472,0.920011,0.874387,0.927736,0.890525,0.891981,0.834105,0.84441,0.827848,0.312076,0.000746,48.5,713.885894,14.589625,2509.042407,51.053367,2,14,15,96.947388,6.449085,48.881165,96.947317,3.750355,49.0,37.478096,60.283156,-0.579086,7.387948,48.612702,98.275048,98.235149,3.817303,47.0,36.446934,59.11983,98.173312,0.094241,0.107771,0.000734,98.169779,3.883174,45.0,35.895777,58.655159,-0.407204,7.915665,47.010124,98.684012,0.830152,98.607868,3.888101,46.0,36.613669,58.621936
118,118,119,2,31,432,1,1,1,10_WE-11,Smith,No,6,60,10 WE-11,Smith,0.033864799714912845,-0.010308,0.002027,-0.005098,-0.002094,0.046355,0.149779,0.181557,0.255313,0.202233,0.223511,0.454279,0.426971,0.469216,0.486658,0.483811,0.53311,0.454144,0.458182,0.427743,0.452087,0.376501,0.375781,0.334367,0.302009,0.157059,0.058769,-0.055176,-0.059546,0.22317,0.210162,0.28363,0.402438,0.465237,0.458197,0.540239,0.600661,0.577781,0.514375,0.570464,0.489295,0.541568,0.526666,0.523667,0.486469,0.498526,0.41851,0.415901,0.043458,0.0,0.0,0.174941,0.366306,0.452784,0.567976,0.643585,0.747173,0.764303,0.539418,1.006966,1.109664,1.201162,1.225492,1.279604,1.252289,1.231618,1.294471,1.252914,1.151578,1.238703,1.237293,1.218825,1.238897,0.477514,0.059585,0.013543,0.0,0.0,0.024663,0.114513,0.192867,0.255797,0.338508,0.484345,0.539901,0.332359,0.726015,0.832407,0.899249,0.921117,0.956307,0.940432,0.931773,0.922219,0.939279,0.890259,0.900996,0.874437,0.900224,0.821603,0.292646,0.001562,49.6,691.898608,13.790935,2428.07019,48.238629,0,4,11,96.252741,6.613913,47.988042,96.252654,3.631349,48.0,36.297264,59.679074,-0.298956,7.028377,47.766174,97.753671,97.702511,3.67349,46.0,35.193231,58.545178,97.611683,0.049656,0.103923,0.000511,97.607129,3.724086,44.0,34.540542,58.133805,0.298503,8.904675,43.312961,99.3355,0.564142,99.062436,3.927287,45.0,35.804227,56.810653
119,119,120,2,31,432,2,1,1,10_WE-11,Smith,No,6,61,10 WE-11,Smith,0.0339652887348384,-0.011359,0.00136,-0.005379,-0.002484,0.038501,0.144582,0.181431,0.242561,0.206643,0.23028,0.448083,0.445072,0.460115,0.475971,0.4682,0.536815,0.459805,0.464676,0.403297,0.455742,0.357397,0.367292,0.310889,0.303656,0.149985,0.059689,-0.060003,-0.066984,0.222538,0.216086,0.302456,0.39141,0.457046,0.45531,0.540992,0.600762,0.587089,0.520594,0.583434,0.486501,0.519973,0.52283,0.533952,0.490472,0.502776,0.424129,0.410133,0.044251,0.0,0.0,0.149079,0.346245,0.427681,0.535879,0.62011,0.722878,0.764817,0.534297,1.00198,1.114903,1.191834,1.219788,1.26832,1.235895,1.240944,1.318559,1.265778,1.159348,1.228447,1.256837,1.225389,1.23369,0.421671,0.05187,0.013868,0.0,0.0,0.020402,0.109772,0.186161,0.254671,0.35239,0.512119,0.560735,0.348166,0.746441,0.855024,0.908699,0.949154,0.982128,0.961651,0.960586,0.944891,0.962101,0.913395,0.926859,0.905397,0.933677,0.855236,0.182505,0.001497,45.6,637.993524,14.049947,2229.814916,49.217005,1,7,3,95.636506,6.445413,48.47203,95.63644,3.697126,48.0,37.069172,59.876044,-0.728004,7.163237,48.207006,97.203766,97.156559,3.699812,46.0,35.754392,58.912465,97.058242,0.068773,0.105693,0.000615,97.054177,3.763014,45.0,35.280702,58.496366,0.161632,10.729831,42.038411,99.971843,0.408667,99.461187,4.139067,44.0,36.686908,56.10935
120,120,121,2,32,433,1,1,C,PHY_499,Visual_Check,No,6,62,PHY499,Visual Check,0.026931057340049386,-0.010376,-0.000359,-0.007264,-0.002702,0.046335,0.135173,0.181382,0.241081,0.190228,0.206183,0.428737,0.433888,0.462387,0.500403,0.458554,0.488882,0.428677,0.428627,0.36551,0.371586,0.270081,0.291663,0.224601,0.227303,0.096049,0.031986,-0.059371,-0.071811,0.222642,0.211755,0.306648,0.383837,0.458834,0.441543,0.54026,0.61385,0.58506,0.520279,0.577582,0.50052,0.55275,0.534976,0.521683,0.49372,0.511467,0.434289,0.408134,0.044532,0.0,6e-05,0.142933,0.346011,0.430133,0.555118,0.650214,0.753146,0.786695,0.562865,1.075155,1.15647,1.241633,1.266423,1.30048,1.25919,1.229306,1.299358,1.268097,1.15788,1.236807,1.241713,1.179789,1.218068,0.18831,0.067513,0.014006,0.0,0.0,0.016769,0.102872,0.177814,0.240078,0.326609,0.482375,0.556403,0.346545,0.761684,0.866785,0.935039,0.949527,0.984377,0.96314,0.930855,0.915436,0.92788,0.897733,0.916301,0.854521,0.888671,0.851522,0.071692,0.000759,52.8,740.077325,13.85521,2597.967041,48.542212,1,14,19,93.512454,7.007092,49.405139,93.512227,3.327931,49.0,37.019491,61.794284,-0.906902,6.738054,49.112582,95.295391,95.212704,3.367757,47.0,35.620916,60.593739,95.000062,0.015904,0.098312,0.000185,94.991464,3.428349,45.0,35.264542,60.204369,-0.15464,9.465005,43.065545,97.847976,0.457335,97.252367,3.715174,45.0,36.535726,57.977309
121,121,122,2,32,433,2,1,C,PHY_499,Visual_Check,No,6,63,PHY499,Visual Check,0.034668711874317304,-0.010691,0.001234,-0.004042,-0.004506,0.050921,0.132887,0.179681,0.239035,0.190557,0.209388,0.437406,0.39634,0.469038,0.527668,0.477288,0.491808,0.430032,0.411569,0.375743,0.369459,0.262762,0.296593,0.238313,0.235988,0.112259,0.043749,-0.051225,-0.062128,0.224489,0.251474,0.308042,0.424664,0.472653,0.422622,0.509075,0.605116,0.5676,0.508955,0.555714,0.485799,0.56182,0.521818,0.52111,0.480476,0.486073,0.411718,0.391246,0.047532,0.0,4.2e-05,0.154972,0.351261,0.442466,0.55413,0.638945,0.729148,0.762395,0.549168,1.050105,1.153459,1.237627,1.27034,1.308952,1.284122,1.247352,1.310485,1.266354,1.167979,1.249501,1.268656,1.210892,1.249522,0.101477,0.062087,0.014775,0.0,0.0,0.020387,0.110678,0.174403,0.236573,0.303504,0.456302,0.538059,0.336113,0.749464,0.86865,0.928902,0.960369,1.001317,0.984157,0.93837,0.942693,0.949278,0.909449,0.920337,0.86741,0.87967,0.849439,0.025446,0.001153,56.3,809.518481,14.400402,2836.142297,50.397472,0,14,21,95.121622,6.941688,49.550932,95.121413,3.416269,50.0,37.273906,61.826536,-0.802361,6.842527,49.272766,96.860384,96.783444,3.457408,47.0,35.948529,60.645127,96.620247,0.02641,0.098996,0.000293,96.61192,3.508549,45.0,35.48821,60.27162,-0.33684,8.347034,45.015046,98.391066,0.604182,98.067983,3.657773,46.0,36.471511,59.078232
124,124,125,2,34,435,1,1,C,PHY_499,Visual_Check,No,6,66,PHY499,Visual Check,0.0400951189502974,-0.004953,0.003192,-0.008735,0.000678,0.051089,0.166336,0.209524,0.286833,0.240462,0.254263,0.481869,0.475145,0.47333,0.473412,0.462652,0.455172,0.425654,0.403354,0.309571,0.308852,0.180726,0.220097,0.185493,0.175372,0.085572,0.025404,-0.043703,-0.05154,0.225398,0.182813,0.287196,0.370445,0.48809,0.444045,0.500866,0.608978,0.605353,0.512483,0.581798,0.499163,0.553952,0.496997,0.50723,0.466505,0.426464,0.369237,0.366709,0.047599,0.0,0.003499,0.17459,0.401202,0.497643,0.614029,0.679959,0.810638,0.831546,0.617805,1.102893,1.212125,1.272022,1.285736,1.30628,1.266106,1.265515,1.289901,1.23854,1.177027,1.241743,1.240262,1.047523,1.25678,0.158183,0.070043,0.016981,0.0,3.4e-05,0.022732,0.146276,0.234927,0.300401,0.348089,0.507115,0.541116,0.343381,0.711043,0.844444,0.938725,0.962649,0.9945,0.97086,0.894295,0.875267,0.90133,0.843509,0.844651,0.692619,0.597203,0.630701,0.014878,0.001619,61.3,829.548632,13.655992,2870.271508,47.45218,0,24,15,91.660799,4.598492,45.955035,91.660799,4.963536,46.0,37.804129,54.103383,1.245216,10.471428,45.984637,91.961821,91.961037,5.187048,45.0,37.907808,53.290508,91.662362,21481.316412,0.217192,0.995813,91.662362,4.963788,46.0,37.799144,54.099746,0.483508,7.655735,55.996332,91.482799,3.425711,91.482799,4.734691,47.0,37.332132,54.991778
